,text,author,replying_to
271,@AmberleighJoy That's odd. Why can't you get into the regular chats?,BmoreSmore,Pandabbadon
272,"@AmberleighJoy It's a members only, once weekly, video fellowship chat.",BmoreSmore,Pandabbadon
273,@AmberleighJoy I can see the 12 days of LG quickly becoming the 12 days of Doccubus :D @Forsakendusk,wolfpants_,Pandabbadon
274,@AmberleighJoy thanks matey.,kedrie,Pandabbadon
275,@AmberleighJoy kinda?  Lots more ice and rest after work today...,kedrie,Pandabbadon
276,@AmberleighJoy hahaha!!  Best idea ever.,Indigenia,Pandabbadon
277,@AmberleighJoy oh shit.  I'm on like pain medication &amp; I tweeted to your retweeter that I'm a wetnapkin blackfoot buddy.  Please save me.,kedrie,Pandabbadon
278,"@AmberleighJoy Oh, it's just a phase. ;-)",tntux,Pandabbadon
279,@AmberleighJoy bahaha I just posted on tumblr how I was really into twitter. #getofftheinternet,FuckallFeminist,Pandabbadon
280,@AmberleighJoy sorry dear..not enough time.   :). Too busy smiling.,kedrie,Pandabbadon
281,"@AmberleighJoy Will you start arguments with ""engage"" or ""make it so"" ?",wapimaskwa69,Pandabbadon
282,"@AmberleighJoy I'm a woman who runs with the wolves. Bring it on, kitty. :-P",TrishCausey,Pandabbadon
283,"@AmberleighJoy ""Angry sex?"" Is that the new name for ""Irish Sex?"" :-P",TrishCausey,Pandabbadon
284,@AmberleighJoy Yeah.... remind me never to make you mad... :-),TrishCausey,Pandabbadon
285,@amberleighjoy you sound Canadian.,sarahcasm,Pandabbadon
286,@AmberleighJoy But I know that going full-throttle Irish on someone isn't a good thing either.... for them.. :-P,TrishCausey,Pandabbadon
287,"@AmberleighJoy True! :-) For years, I bottled up my anger, disappointments, frustrations, and all that did was hurt me.",TrishCausey,Pandabbadon
288,@AmberleighJoy It's the rice. A diet of rice prevents electrocution.,stuffthatilike,Pandabbadon
289,@AmberleighJoy Really? I always make a THAC0 roll.,RobKOTD,Pandabbadon
290,"@AmberleighJoy don't worry, I love you to Andromeda and back, would never unfollow :)",FuckallFeminist,Pandabbadon
291,@AmberleighJoy LUV U!!! :-),TrishCausey,Pandabbadon
292,@AmberleighJoy I didn't want to post pix but Hooters in Greenwood IN dress up as Indians. Robyn sz call her if offended 502-817-7818.,ishouldread,Pandabbadon
293,@AmberleighJoy @sunnyclifford I called &amp; no answer yet.,ishouldread,Pandabbadon
294,@AmberleighJoy @SunnyClifford That's pretty much what they told me too. So aggravating! 😒,65Rachelle,Pandabbadon
295,"@amberleighjoy interesting choice! Hubs said ""Nerds"" Hahaha",sarahcasm,Pandabbadon
296,"@AmberleighJoy Need a man soon, tho. My wrist gets tired so easily... :-P",TrishCausey,Pandabbadon
297,@AmberleighJoy Mine have been self-induced for longer than that! :-) I've actually loved learning abt myself in the process...,TrishCausey,Pandabbadon
298,"@AmberleighJoy In my experience, the BEST orgasms are when I'm not driving but opening my body &amp; mind to what's possible. AMAZING! :-)",TrishCausey,Pandabbadon
299,"@AmberleighJoy OMG! I thought u said ""PPL WHO HATE THEIR FACE""!!! Ha ha ha!",jlynneda,Pandabbadon
300,@AmberleighJoy how dumb is that? Whatdotheydo? Wear a bag over their heads?,jlynneda,Pandabbadon
301,"@AmberleighJoy YES. Then you have very liberal Bozeman, Blue Sky &amp; Missoula",FuckallFeminist,Pandabbadon
302,"@AmberleighJoy: @AnArousedWoman @JesusWife curiosity killed the cat, but satisfaction brought her back! / ""But the cat came back...""",JesusWife,Pandabbadon
303,"@AmberleighJoy Damn, girl. You know what curiosity does to pussies... @JesusWife",TrishCausey,Pandabbadon
304,"@AmberleighJoy I wouldn't use a dental dam. If I can't trust a woman's vagina 2be safe, I'm not going there. #SorryNotSorry. :-P @JesusWife",TrishCausey,Pandabbadon
305,"Gee, @AmberleighJoy, is it time for #TwitterAfterDark already? :-P @rikaaim",TrishCausey,Pandabbadon
306,@AmberleighJoy thanks...would love to know what Zoie thinks,zoiepalmerfan,Pandabbadon
307,@AmberleighJoy Yup. At least it's reversible and I can avoid type 2 if I work at it.,sarahcasm,Pandabbadon
308,"@AmberleighJoy Prediabetic. Found out on Monday. Awesome timing, eh?",sarahcasm,Pandabbadon
309,"@AmberleighJoy haha, my whole tweet didn't go thru...yeah was driving around randomly hungry &amp; seen Olive Garden...choice!",FrybreadSoldier,Pandabbadon
310,@AmberleighJoy thats awsome!!!,tabatha_jean,Pandabbadon
311,@AmberleighJoy hahaha! #RepeatingIsNotRhyming,sarahcasm,Pandabbadon
312,@AmberleighJoy take care!,sarahcasm,Pandabbadon
313,@AmberleighJoy awsome!,tabatha_jean,Pandabbadon
314,@AmberleighJoy Hahahaha right on.,Jehuniko1,Pandabbadon
315,@AmberleighJoy hahaha,Jehuniko1,Pandabbadon
316,@AmberleighJoy we invented it so we wouldn't drop our Half &amp; Half.,magikot,Pandabbadon
317,@AmberleighJoy some of the random shit you tweet!!!,tabatha_jean,Pandabbadon
318,@AmberleighJoy thats kewl!,tabatha_jean,Pandabbadon
319,@AmberleighJoy have they set a date?,tabatha_jean,Pandabbadon
320,@AmberleighJoy yay!!! Congrats,tabatha_jean,Pandabbadon
321,"@AmberleighJoy Gather up some food, liqour, and a date. This could be a repeat of the ice storm of a couple years ago",wapimaskwa69,Pandabbadon
322,"@AmberleighJoy I haven't read the book, but I'm thinking I should have.",sarahcasm,Pandabbadon
323,@amberleighjoy did you read the book?,sarahcasm,Pandabbadon
324,@AmberleighJoy I've learned not many people do. We are rare :-P,SunnyClifford,Pandabbadon
325,@AmberleighJoy Back atcha!! MUAH! :-) #StalkerSaturday,TrishCausey,Pandabbadon
326,"@AmberleighJoy Hehe I know. Its all wibbly wobbly, timey wimey. ;) Yes!!! Got to use a DrWho line! LOL",wolfpants_,Pandabbadon
327,"Shit, @AmberleighJoy I'm a vet!",TuttleNTexas,Pandabbadon
328,"@AmberleighJoy @DakotaLadee I am said ex-girlfriend, and yes.. we did this!!!",shazmit,Pandabbadon
329,@AmberleighJoy I totally tapped that.,shazmit,Pandabbadon
330,@AmberleighJoy What the actual fuck? You like girls?!,shazmit,Pandabbadon
331,"@AmberleighJoy mock 'em, Block 'em",wapimaskwa69,Pandabbadon
332,@AmberleighJoy lol you must have to tweet that every couple days,wapimaskwa69,Pandabbadon
333,@AmberleighJoy Yup yup me 2..,Sherah70,Pandabbadon
334,"@AmberleighJoy the would b it for me! In fact, it may b now lol!",jlynneda,Pandabbadon
335,@AmberleighJoy I feel ur pain... it happened 2 me 2!,Sherah70,Pandabbadon
336,@amberleighjoy omg. omg.,sarahcasm,Pandabbadon
337,@AmberleighJoy And just think of the anal play options with those antlers! :-P,TrishCausey,Pandabbadon
338,"@AmberleighJoy Now, gimme the living embodiment of Cernunnos &amp; I'll be one happy Gaelic Cougar! &gt;&gt; http://t.co/BTOm2FbI",TrishCausey,Pandabbadon
339,"@AmberleighJoy Well, Leprechauns aren't that tall... might not have made it into the camera shot...",TrishCausey,Pandabbadon
340,"@AmberleighJoy If I Google ""#Blackfoot Hottie"" I'm sure I'll see your pretty face! :-)",TrishCausey,Pandabbadon
341,"@AmberleighJoy Okay... I don't know what kind of results that would bring up, but it can't be good... it just can't....",TrishCausey,Pandabbadon
342,"@AmberleighJoy Then super don't Google ""Horny Leprechauns Drunk Tweeting @ Karaoke Bar During Happy Hour""... :-P",TrishCausey,Pandabbadon
343,"@AmberleighJoy BTW, don't Google ""Nude Erotic Bisexual""... it's just not pretty... (amateurs! :-P )",TrishCausey,Pandabbadon
344,"@AmberleighJoy You're on Tumblr, too??? :-P",TrishCausey,Pandabbadon
345,@AmberleighJoy lmao! No,tabatha_jean,Pandabbadon
346,@AmberleighJoy hey im 19 lol,tabatha_jean,Pandabbadon
347,"@AmberleighJoy Thnx :"") She's a riot!!",Sherah70,Pandabbadon
348,@AmberleighJoy lol! ((priceless))and I thought commod cheese was the only kind!,SunnyClifford,Pandabbadon
349,@AmberleighJoy stay strong and it will not happen,wapimaskwa69,Pandabbadon
350,@AmberleighJoy Holy WTF?,wapimaskwa69,Pandabbadon
351,@AmberleighJoy That would be my desire yes... To have them school together like buddies.  But they don't.  They never do. And I never learn.,kedrie,Pandabbadon
352,@AmberleighJoy i have no fucking clue but this bunny was fucking wicked.,tabatha_jean,Pandabbadon
353,@AmberleighJoy @AnArousedWoman @TeepeeCreeper_ I see You keepin it Hot in here!!! Haha! Thanks! I need these after a day of work! *sighs*,IAmJoseDaBarber,Pandabbadon
354,"@AmberleighJoy Or as @thexclass says, #JumboLabia...  @TeepeeCreeper_ @jsyoyo1",TrishCausey,Pandabbadon
355,"@AmberleighJoy Hope you told 'em you were living, breathing Jambalaya. :-P @TeepeeCreeper_ @jsyoyo1",TrishCausey,Pandabbadon
356,@AmberleighJoy Cuz the imperialists hated all 3... @TeepeeCreeper_ @jsyoyo1,TrishCausey,Pandabbadon
357,"@AmberleighJoy Gaelic, Indian, African is a popular blend in the South. :-) @TeepeeCreeper_ @jsyoyo1",TrishCausey,Pandabbadon
358,@AmberleighJoy Awesome! Not my fault my family came here. But we hate the same imperialists y'all do. :-) @TeepeeCreeper_ @jsyoyo1,TrishCausey,Pandabbadon
359,"@AmberleighJoy If we're gonna talk breasts, we hav 2invite my friend @jsyoyo1. He's Cheyenne #HotStuff. Might teach @TeepeeCreeper_ sumthin.",TrishCausey,Pandabbadon
360,@AmberleighJoy check this out...keep a close eye on the very end...everyone was going nuts when they saw this  http://t.co/dWmZyLQm,zoiepalmerfan,Pandabbadon
361,"@AmberleighJoy I was worried that I wouldn't get close enough 2 them bcause of the line being way too long, but I took the chance anyway:)",zoiepalmerfan,Pandabbadon
362,"@AmberleighJoy I took a Greyhound bus all the way from Indiana...over 700 miles, 18 hr ride....it was well worth it",zoiepalmerfan,Pandabbadon
363,@AmberleighJoy I still have to look at my pic I got taken with them to believe it...lol...it was a dream come true...they were so sweet,zoiepalmerfan,Pandabbadon
364,"@AmberleighJoy it already has....did you know I met Zoie, Rick, &amp; Ksenia...they are all very sweet",zoiepalmerfan,Pandabbadon
365,@AmberleighJoy Okay: One time you bit me.,shazmit,Pandabbadon
366,@AmberleighJoy You sure? I know all your secrets! And I have stories!,shazmit,Pandabbadon
367,@AmberleighJoy Need references?,shazmit,Pandabbadon
368,@AmberleighJoy Erotic breastfeeding? Uhhhh,shazmit,Pandabbadon
369,@AmberleighJoy yay!!!! Lol yeppie! Your so awsome!,tabatha_jean,Pandabbadon
370,@AmberleighJoy i love your tweets they crack me up!,tabatha_jean,Pandabbadon
371,"@AmberleighJoy Of course, she was also into self-flagellation...we all have kinks... and died a virgin.",ValksyLG,Pandabbadon
372,"@AmberleighJoy The inference of the Jesuit's quote is certainly that she received the boon of ""whiteness"" upon death.",ValksyLG,Pandabbadon
373,@AmberleighJoy I found it disturbing. But then I find much of Abrahamic religion disturbing.,ValksyLG,Pandabbadon
374,"@AmberleighJoy Was the weirdest night w/ the weirdest dreams I've had in a long while. Finally started sleeping, then the alarm went off.",TrishCausey,Pandabbadon
375,@AmberleighJoy And I need to stop checking Twitter every time I wake up. :-),TrishCausey,Pandabbadon
376,"@AmberleighJoy I feel a crazy, weird energy.... But I need sleep....",TrishCausey,Pandabbadon
377,@AmberleighJoy I just take after the Australians.  Everyone's a mate.  That way we can be Pandas And SOs.  No boinking required.,kedrie,Pandabbadon
378,@AmberleighJoy lmao! Maybe!$!,tabatha_jean,Pandabbadon
379,@AmberleighJoy lmao! Wtf are you smoking i want some lmao!!!!,tabatha_jean,Pandabbadon
380,@AmberleighJoy I seriously don't remember all the ones I'm on.... kinda sad... :-)... I just love y'all so much here! :-) @tntux,TrishCausey,Pandabbadon
381,@AmberleighJoy shit that realitionship has been over a long time ;) and fuck its what im good it wouldnt be my first time lmao!!!,tabatha_jean,Pandabbadon
382,@AmberleighJoy lol yea i need to talk to someone im fucking pissed!!,tabatha_jean,Pandabbadon
383,@AmberleighJoy lmao i havent been on twitter been at my friends house. No service and do you have my new number? ? I had it changed,tabatha_jean,Pandabbadon
384,"@AmberleighJoy And probably take up writing, in blood.",wolfpants_,Pandabbadon
385,@AmberleighJoy Boo! :-P  @BrotherAli @blossomandglow,TrishCausey,Pandabbadon
386,@AmberleighJoy iran and iraq warred during the 80's,wapimaskwa69,Pandabbadon
387,"@AmberleighJoy Or Iraq, which wasn't even threatening anyone at the time we invaded.",speakfaithfully,Pandabbadon
388,@AmberleighJoy I had no grandparents and what I know of my culture I sought out myself and I'm still on a language journey.,SunnyClifford,Pandabbadon
389,"@AmberleighJoy eat those blues, blacks &amp; purples :)",FuckallFeminist,Pandabbadon
390,"@AmberleighJoy Other deficiencies can cause bruising: Vit D, Vit K, Vit C.",FuckallFeminist,Pandabbadon
391,@AmberleighJoy true. Most birds are monogamous. Many mammals are not. Humans included,FuckallFeminist,Pandabbadon
392,"@AmberleighJoy perhaps your diet is deficient in something, like iron?",FuckallFeminist,Pandabbadon
393,@AmberleighJoy that's almost like a limrick Dinks.  ;).,kedrie,Pandabbadon
394,"@AmberleighJoy No worries, sweetie! Do what ya gotta do. :-)",TrishCausey,Pandabbadon
395,@AmberleighJoy lmao yea it was ROTFLMMFAO!!!!,tabatha_jean,Pandabbadon
396,@AmberleighJoy It's fucked. &amp; I bet the number of native kids living in poverty is closer to 60%,Eden_Fine_Day,Pandabbadon
397,@AmberleighJoy Bwahahaha! I know. First thing I saw was the dude's nose. But I liked the sentiment. :-),TrishCausey,Pandabbadon
398,"@AmberleighJoy Oh, jeez... Don't go spoilin' the moment! :-P",TrishCausey,Pandabbadon
399,"@AmberleighJoy Hmmmm... Then I'll need a Cheyenne Magic month, an Irish Mojo month, Scottish Kilt-checking month... :-P",TrishCausey,Pandabbadon
400,@AmberleighJoy Maybe u can hook me up with some Blackfoot men for one of the months??? :-),TrishCausey,Pandabbadon
401,"@AmberleighJoy August is back to school time here.... Was thinking of a library scene... Ya know, books and smart stuff...",TrishCausey,Pandabbadon
402,@AmberleighJoy I didn't think it'd be that big of a deal! Lol,SunnyClifford,Pandabbadon
403,"@AmberleighJoy take-home message: god doesn't like sex so much he gave his son of a virgin birth. My thoughts? Sex is awesome, fuck that guy",FuckallFeminist,Pandabbadon
404,@AmberleighJoy then you'll fit right in,FuckallFeminist,Pandabbadon
405,@AmberleighJoy exactly!!!! I will never forget the shit she said to me,tabatha_jean,Pandabbadon
406,"@AmberleighJoy As long as you aren't creepy, I'd love to offer up my home as a place of refuge",FuckallFeminist,Pandabbadon
407,@AmberleighJoy none of the above. We're in the pinky. #WillTravelForFlatbread,FuckallFeminist,Pandabbadon
408,@AmberleighJoy awesome! I'm excited. Will we be breaking bread in Michigan?  @blossomandglow,FuckallFeminist,Pandabbadon
409,@AmberleighJoy Sounds delicious! Can you can make the fry bread gluten free :-/,FuckallFeminist,Pandabbadon
410,@AmberleighJoy mmm neve campbell,wapimaskwa69,Pandabbadon
411,@AmberleighJoy  Thanksgiving stress,wapimaskwa69,Pandabbadon
412,@AmberleighJoy hola why?,wapimaskwa69,Pandabbadon
413,@amberleighjoy too funny!,sarahcasm,Pandabbadon
414,@AmberleighJoy my fav too actually,shazmit,Pandabbadon
415,"@AmberleighJoy It's getting to that stage. If Blackberry aren't going to fix this, I will.",wolfpants_,Pandabbadon
416,"@AmberleighJoy He he he, just testing it out.",speakfaithfully,Pandabbadon
417,@AmberleighJoy I... *just walks away*,Ruggs_Gotcha,Pandabbadon
418,@AmberleighJoy Is everything ok girl??,tabatha_jean,Pandabbadon
419,@AmberleighJoy Is that a euphemism? #ItCOULDbe,shazmit,Pandabbadon
420,@AmberleighJoy gross :-/,FuckallFeminist,Pandabbadon
421,@AmberleighJoy Alright.^,shazmit,Pandabbadon
422,"@AmberleighJoy Oh, it's the back of something already.",shazmit,Pandabbadon
423,@AmberleighJoy luck dragons for you!,kedrie,Pandabbadon
424,@AmberleighJoy really? At the mental hospital here it is 80% white people.,magikot,Pandabbadon
